Reference,NbReceptionDerniersMois,QteReceptionneeDerniersMois,NbReceptionMois2,QteReceptionneeMois2,NbReceptionMois3,QteReceptionneeMois3
REF-106026,1,459,1,482,1,241
REF-119888,1,59,1,49,1,59
REF-130420,21,1819,5,1024,6,512
REF-124318,11,4808,22,3153,15,3645
REF-126021,8,3110,3,1880,4,2274
REF-116504,4,711,2,842,8,1069
REF-100902,6,3159,4,1865,18,1388
REF-108002,17,4656,8,2854,8,3649
REF-126135,1,235,1,179,1,106
REF-137931,15,3499,19,4435,36,2327
REF-139742,3,1576,4,1318,9,964
REF-148779,7,3294,8,2219,12,2134
REF-125644,15,4671,8,3595,7,3415
REF-111645,39,3308,11,3536,14,3782
REF-127401,5,2279,15,1622,4,894
REF-141222,26,3970,7,3569,6,1835
REF-133878,16,1702,12,2051,3,1311
REF-112137,5,1755,3,1837,20,2147
REF-142494,1,239,1,255,1,180
REF-128919,3,1751,7,1197,2,1322
REF-146568,17,3956,5,2522,27,3173
REF-112739,13,4510,7,3332,12,3797
REF-140067,30,1614,4,973,2,835
REF-130624,5,2422,8,1870,4,1618
REF-127571,9,2765,14,3368,18,2656
REF-121074,1,335,1,197,1,164
REF-116437,6,1386,3,1566,19,1899
REF-101618,22,3580,13,4216,7,3173
REF-141116,6,2085,5,1596,17,1626
REF-143123,4,2362,6,2602,21,2999
REF-136730,1,37,1,33,1,34
REF-111048,9,1658,17,901,8,1012
REF-118468,5,1362,3,1491,2,861
REF-141297,1,391,1,223,1,234
REF-142406,2,934,2,1055,1,575
REF-114477,4,1420,11,1340,4,959
REF-121646,4,1979,8,1569,28,1912
REF-124725,6,2887,40,3102,13,2493
REF-129794,7,3107,12,2517,6,1690
REF-149576,12,2465,62,3187,4,1918
REF-120684,8,2136,6,2230,15,2748
REF-142551,4,1053,4,803,9,1003
REF-147085,7,3462,15,3492,35,1831
REF-108564,9,3721,16,1872,3,1316
REF-142429,11,3766,6,2648,6,2966
REF-108865,5,2463,12,2644,3,1498
REF-140118,6,2386,14,2692,27,2120
REF-114065,17,2519,9,2419,14,1984
REF-122963,2,1080,15,1179,4,1405
REF-122533,54,4855,17,5707,20,5774
REF-138211,20,4258,13,4356,25,5446
REF-105978,5,1499,4,1728,21,1312
REF-133976,10,3535,62,3133,5,2666
REF-124881,5,2589,6,2074,4,1235
REF-101049,1,177,1,102,1,114
REF-119877,19,4690,17,5844,14,6717
REF-149414,11,4879,56,3498,42,2108
REF-113754,7,2874,11,3432,31,2026
REF-100231,7,2787,25,3399,7,3456
REF-138498,20,3479,20,2665,12,2257
REF-135684,5,1226,3,1147,3,1302
REF-147337,14,3346,10,3527,5,2554
REF-126741,9,3479,25,4090,28,2816
REF-121557,6,979,15,965,15,1180
REF-105913,2,643,2,590,2,526
REF-131504,4,531,1,312,1,274
REF-109720,25,4225,56,5389,17,6749
REF-111686,29,2003,11,2144,5,2303
REF-111189,1,633,12,687,1,599
REF-146452,1,73,1,91,1,60
REF-106136,11,3466,19,1937,2,991
REF-130218,3,362,1,374,1,330
REF-130991,12,2395,13,2452,3,1788
REF-141772,18,3088,7,1700,3,1580
REF-103230,5,2247,4,1971,6,1509
REF-115045,2,809,2,932,23,1194
REF-137606,28,3447,19,3494,18,2400
REF-110732,10,3743,7,2849,4,1863
REF-118887,15,1746,5,2244,6,2085
REF-145251,9,4443,8,4161,12,3224
REF-126079,1,412,5,470,1,310
REF-117978,2,946,1,900,1,601
REF-106059,2,959,2,783,4,851
REF-137259,18,1212,4,705,1,538
REF-139142,1,220,1,152,1,182
REF-119141,7,2158,3,1084,13,1345
REF-112532,18,4429,8,4014,15,3715
REF-104506,1,300,1,299,1,292
REF-125372,32,3080,15,3291,14,2437
REF-113056,7,3176,4,1833,10,1774
REF-118050,9,4641,23,3788,9,3292
REF-104651,3,674,1,864,2,702
REF-139352,13,3823,11,4625,19,2686
REF-148440,29,1641,10,1619,2,1056
REF-115636,13,2591,6,2312,3,1812
REF-143128,3,374,2,242,3,234
REF-125475,18,2706,19,2979,9,1516
REF-136447,6,3128,54,2833,7,3575
REF-130798,3,1278,6,1322,9,1715
REF-106858,2,1179,3,1482,4,1678
REF-104328,6,3221,8,3083,11,2170
REF-108569,13,3118,5,1646,15,1768
REF-132079,7,3117,13,3252,7,3324
REF-135965,5,1897,33,2015,3,1708
REF-133789,13,1792,4,1821,3,1250
REF-137833,24,3659,6,3159,11,3293
REF-149388,10,3137,4,2108,6,2039
REF-114400,30,3757,9,1998,18,2145
REF-100131,62,4449,27,5373,16,6975
REF-109428,32,4621,79,6004,46,7470
REF-105002,23,3264,20,1806,4,2104
REF-109164,1,436,1,498,2,484
REF-133206,11,3268,6,2363,3,1371
REF-100047,11,1376,6,1072,4,1310
REF-125738,6,1386,2,790,1,543
REF-145121,2,1243,7,1362,3,1664
REF-141846,11,3511,6,2863,4,1793
REF-127912,1,93,1,53,1,63
REF-103521,12,4820,17,2843,3,1568
REF-124690,18,4986,35,5326,7,3224
REF-126289,19,4374,9,3963,9,4236
REF-120051,19,2006,2,1003,11,1265
REF-121140,1,270,1,313,1,393
REF-105781,7,2471,13,1353,2,847
REF-137512,11,2101,39,2172,46,2542
REF-101743,18,3854,26,4386,12,4591
REF-142464,9,2780,28,2626,9,2245
REF-123466,5,891,2,967,2,946
REF-147851,12,4184,76,4840,13,5720
REF-102010,30,2980,8,2969,24,3580
REF-146307,11,2883,7,1503,3,1323
REF-134380,1,532,1,471,1,610
REF-142940,8,4092,7,2648,18,2049
REF-125017,24,1573,3,1284,5,666
REF-119662,14,4300,20,5235,12,5716
REF-117048,1,1,0,0,0,0
REF-126817,56,4706,43,5849,25,7486
REF-107466,9,2477,20,2492,11,2502
REF-142624,13,2401,10,1648,4,1844
REF-102480,7,2835,13,2183,6,1364
REF-117644,2,1311,3,1208,4,716
REF-134032,1,777,11,864,2,703
REF-129240,3,719,1,591,1,348
REF-129842,17,1627,4,1157,9,701
REF-136471,14,2754,19,3540,20,2952
REF-121412,36,3639,15,2202,5,1658
REF-116114,13,4141,20,2760,3,1675
REF-148408,14,4142,22,4681,73,4566
REF-136779,3,804,6,413,1,422
REF-123797,1,167,1,213,4,263
REF-126335,7,3063,7,2388,13,2173
REF-149947,10,4850,27,4474,14,3763
REF-134283,6,2228,18,1799,10,1859
REF-117477,7,2786,7,2950,45,3110
REF-105226,10,4462,9,3456,55,4193
REF-109347,52,4921,29,5329,9,4228
REF-134152,18,4630,15,4170,13,3759
REF-109821,58,4733,17,4219,13,3570
REF-108467,14,2749,38,1948,34,2283
REF-113607,6,3065,8,3073,27,2380
REF-122362,7,2737,6,2736,27,2973
REF-107076,32,3909,16,3378,10,2849
REF-145590,9,3534,54,3465,8,3241
REF-101032,1,821,1,542,1,699
REF-142827,20,2408,4,1390,27,1633
REF-101188,6,3137,10,2510,24,2975
REF-119439,63,4514,19,5629,20,5379
REF-113495,2,787,3,993,3,1287
REF-145761,11,3866,13,4353,34,4575
REF-108886,14,4841,57,6199,20,6371
REF-107693,5,2554,13,2536,23,1821
REF-130735,11,4784,17,5231,15,4613
REF-129063,2,1408,20,1560,5,1872
REF-148661,12,3873,8,3554,4,2247
REF-133306,5,2180,7,2808,7,2509
REF-124806,4,1281,2,657,1,659
REF-104451,1,333,1,403,1,287
REF-116045,35,2757,9,1721,5,1358
REF-122682,11,3054,9,2452,6,2950
REF-130019,8,3693,14,4637,14,4651
REF-139723,8,3491,6,3055,10,2315
REF-104915,21,3744,9,3216,9,3706
REF-141963,17,4488,35,5809,14,3792
REF-122304,5,1290,6,1024,1,849
REF-139541,1,156,1,144,1,164
REF-132220,9,2312,6,2658,6,2818
REF-136012,18,2178,14,1398,3,1224
REF-119928,25,3195,9,3872,17,4409
REF-139178,3,654,3,747,3,954
REF-100023,3,1380,17,1295,6,1118
REF-110946,18,2237,6,1820,4,1058
REF-116163,10,3906,87,4538,63,4161
REF-113109,22,3185,20,1634,9,1814
REF-107914,1,209,1,206,1,212
REF-124331,1,176,1,190,1,150
REF-147891,14,1887,3,949,1,584
REF-140228,4,960,4,584,1,556
REF-131990,12,4909,15,2633,15,2969
REF-121674,1,226,1,147,1,108
REF-145267,15,4647,8,2351,6,1840
REF-133751,13,3215,6,2279,3,1850
REF-134489,65,4894,13,4900,13,2603
REF-119459,3,1037,2,1080,5,1236
REF-147232,6,918,3,1056,12,1276
REF-149736,10,4785,14,2622,3,1411
REF-132159,2,1264,6,1558,1,976
REF-146696,4,2137,4,1471,3,1239
REF-108186,2,919,8,933,2,993
REF-127816,69,3980,38,2667,6,2222
REF-129831,13,4302,75,4132,38,5197
REF-113744,10,4226,10,4849,7,3881
REF-110622,11,2998,7,2482,19,1859
REF-106371,15,1872,2,1149,1,591
REF-102431,10,3131,9,4011,21,4107
REF-102288,12,4043,55,4624,8,2923
REF-103731,12,3926,17,2043,11,1852
REF-142704,3,780,1,585,1,503
REF-111263,5,1631,6,1239,1,688
REF-136073,9,3102,8,2680,5,2476
REF-123733,4,2265,5,1956,19,2005
REF-148623,10,2313,5,1642,3,1578
REF-125082,9,1979,22,1992,9,1268
REF-130511,6,2984,5,2502,12,1674
REF-138489,14,3627,6,2837,6,2019
REF-120890,2,250,2,272,1,285
REF-115852,13,4457,12,4522,10,3166
REF-114401,20,3945,32,3904,7,1972
REF-125482,58,3451,12,3805,16,3500
REF-142322,13,4250,7,3544,22,4107
REF-130591,18,3672,9,3419,13,4201
REF-107614,1,371,1,325,2,406
REF-124435,1,49,1,62,1,47
REF-148830,7,1045,1,669,5,563
REF-132056,18,4227,10,3389,7,3025
REF-139770,66,4717,8,2452,6,3138
REF-108141,6,2338,9,2974,17,2479
REF-109781,3,1780,12,2282,11,2498
REF-115540,6,1740,3,1329,3,1488
REF-103199,3,883,5,752,10,751
REF-138549,33,3316,10,4301,13,2352
REF-100659,3,1262,6,1379,3,1447
REF-120353,9,635,2,579,6,336
REF-146376,3,1553,3,1365,3,1040
REF-119797,7,2512,5,1699,18,2187
REF-111889,3,359,3,388,1,363
REF-149318,9,3975,4,2280,9,1813
REF-137480,4,710,14,832,1,642
REF-123732,9,1200,5,1143,5,1165
REF-131268,4,772,4,506,6,642
REF-107505,11,3574,6,2343,8,1712
REF-122541,9,3355,24,3495,73,3879
REF-111221,9,2739,32,1891,9,1396
REF-133830,17,2742,3,1829,4,1158
REF-126788,1,564,3,657,2,617
REF-132682,6,1419,5,1328,8,1317
REF-120083,7,3036,5,1724,3,943
REF-100411,3,1720,5,1267,9,742
REF-131353,4,284,1,289,1,202
REF-131536,1,152,1,182,1,111
REF-108325,6,2713,38,3055,17,3025
REF-102591,8,3144,10,3463,23,4462
REF-126489,12,4618,35,4078,14,4871
REF-106401,3,1390,4,1506,3,1374
REF-115327,8,2038,2,1241,4,1022
REF-127744,8,1258,2,1002,4,1205
REF-102401,17,4958,19,6315,19,5418
REF-111139,11,4310,8,4048,26,4514
REF-135393,1,229,1,205,1,209
REF-105228,31,4604,8,3162,6,3221
REF-139347,14,2654,32,1970,6,1485
REF-126614,3,1427,7,1699,7,1740
REF-135322,8,714,3,661,4,784
REF-133809,15,3076,10,3859,9,4680
REF-141957,9,724,2,379,1,220
REF-112056,61,3401,10,2834,12,3087
REF-129369,6,1213,4,696,1,432
REF-121430,6,2597,9,1994,6,1528
REF-134077,22,4440,9,2487,3,1801
REF-116780,5,2215,20,2554,7,3118
REF-114881,11,4988,22,6314,81,6729
REF-106084,2,524,12,663,1,549
REF-141128,21,3501,4,1999,15,2375
REF-117678,11,2334,11,2417,14,1777
REF-149758,10,4908,29,5268,14,5402
REF-132084,52,4138,6,2921,17,1948
REF-129792,8,4174,9,2764,4,2001
REF-130045,2,1077,3,619,1,311
REF-120243,2,1116,2,1404,2,812
REF-139505,19,4049,31,3813,16,4639
REF-102894,4,1386,3,1071,2,993
REF-109505,20,2304,5,2792,14,3047
REF-132764,21,3743,24,4333,51,5111
REF-132386,1,724,2,456,1,524
REF-144166,19,4721,12,5565,19,3326
REF-143834,6,1317,2,1103,4,1232
REF-134422,4,1591,3,1607,4,1485
REF-129060,2,1065,2,888,2,996
REF-137363,10,4622,87,5271,7,2880
REF-148711,23,4163,9,3542,5,2798
REF-141823,7,405,1,474,8,593
REF-112166,18,2878,12,2903,13,3271
REF-112361,10,4884,10,3629,10,2574
REF-123463,18,2686,9,3251,4,1865
REF-104707,5,1699,13,2014,4,1917
REF-137179,4,1718,8,2129,4,1515
REF-106989,7,2690,2,1377,2,1322
REF-130415,3,1068,5,907,2,1060
REF-111942,2,868,1,504,1,416
REF-111214,16,3887,6,3040,3,1713
REF-128914,1,303,3,281,5,318
REF-128593,18,3539,26,4214,9,4437
REF-113623,6,1639,2,898,9,607
REF-141494,13,3620,7,1972,5,1773
REF-126756,17,3361,6,2954,9,3785
REF-133505,26,4781,7,3528,5,2615
REF-110673,32,3337,47,4048,51,4136
REF-123365,8,3502,6,3177,18,4030
REF-114449,8,3979,26,4062,7,2615
REF-133972,24,3887,6,2137,18,2221
REF-111319,21,3116,4,2206,4,2020
REF-109538,10,3616,29,3027,16,3841
REF-111622,1,54,1,67,1,65
REF-137738,26,4413,10,4121,14,3809
REF-119969,8,4118,6,2564,8,2423
REF-109059,15,4034,8,2666,10,3401
REF-105906,2,1110,1,583,1,678
REF-107116,14,788,2,971,1,568
REF-112686,16,989,3,962,4,1128
REF-132241,9,1402,7,1532,5,1100
REF-102887,1,149,1,132,2,132
REF-144190,10,4687,10,4754,7,2729
REF-132881,37,2821,48,2994,8,2721
REF-135739,12,2147,20,2386,7,2892
REF-126911,16,4381,36,5541,27,4235
REF-140008,13,2421,3,1345,3,1382
REF-136484,34,3063,7,1929,5,1712
REF-105040,12,2370,14,1593,3,1005
REF-126770,27,1595,2,879,4,607
REF-126677,8,3965,12,3599,44,3570
REF-134672,36,3820,11,3329,7,3599
REF-148929,1,287,1,324,1,249
REF-126883,15,3201,26,2306,12,2832
REF-112360,12,2373,9,2495,5,2829
REF-147003,9,3981,27,4976,25,3214
REF-137464,21,2762,35,3010,26,3205
REF-145151,25,1470,4,1284,6,762
REF-128859,47,3068,10,3396,8,3186
REF-105746,1,550,1,482,1,354
REF-118906,14,4217,11,3480,14,1760
REF-104842,3,1647,7,1246,3,1404
REF-144660,14,1222,11,1120,3,1427
REF-138675,7,2741,20,1789,8,1268
REF-116265,4,2197,3,1481,4,1609
REF-136154,21,1832,4,1854,3,1756
REF-111819,14,2915,5,1505,6,1821
REF-103683,1,184,1,149,1,112
REF-139435,7,2504,8,2932,5,1975
REF-101597,1,629,5,597,1,396
REF-100941,43,4650,18,3279,6,2332
REF-129327,1,407,1,282,1,244
REF-127789,10,4838,19,5427,22,6195
REF-118833,15,3936,20,5095,13,5273
REF-133424,2,625,1,374,1,302
REF-107710,10,3403,10,4361,30,2394
REF-144012,16,3590,10,3958,28,3407
REF-146329,2,855,1,778,2,553
REF-128849,4,1297,3,1216,3,1162
REF-145150,10,4805,14,4043,14,3686
REF-112353,50,3770,28,4469,6,2646
REF-105365,20,4753,8,3417,6,2576
REF-119443,9,705,3,654,4,549
REF-128608,22,3019,6,3102,17,3702
REF-119343,4,605,1,594,2,335
REF-126701,41,3862,36,4743,9,3907
REF-129037,5,2102,5,1278,1,790
REF-147213,5,2550,13,1911,9,1341
REF-106773,20,4792,21,4636,9,3511
REF-101187,2,458,5,269,1,149
REF-145468,1,662,1,401,1,329
REF-143761,10,3586,12,4417,25,3774
REF-102503,1,224,1,206,1,251
REF-115366,12,3516,49,3772,9,3786
REF-129874,30,3401,18,2445,11,2102
REF-130116,10,3563,18,4582,20,2452
REF-109458,75,4298,19,4731,49,4050
REF-128135,7,1868,24,1809,3,1902
REF-145152,6,1930,10,1441,4,1491
REF-130445,1,43,1,51,1,66
REF-117272,5,2291,19,2230,42,2609
REF-143409,18,3212,11,2157,5,2124
REF-110898,13,1242,1,708,1,691
REF-144867,21,4557,12,4799,16,4213
REF-117112,20,1511,5,979,8,956
REF-104014,9,4837,19,6081,7,3617
REF-103202,12,2742,4,1701,6,2073
REF-138082,8,3613,15,2916,23,2977
REF-120242,21,3323,9,3379,17,4330
REF-124893,3,1487,23,1529,3,1043
REF-107359,3,1414,3,1394,1,760
REF-108764,5,1230,3,992,3,1216
REF-120085,8,1637,19,1733,14,1154
REF-133328,21,1863,8,2399,4,1618
REF-142178,12,4400,60,5598,99,6961
REF-101786,7,2305,14,1470,2,1042
REF-128299,1,271,1,162,1,131
REF-126408,7,1768,3,1440,3,1431
REF-115811,15,4332,19,5343,9,3958
REF-116501,8,4173,6,2871,11,2452
REF-117888,36,4969,17,4946,29,5347
REF-112915,1,414,1,308,5,382
REF-139392,5,2677,5,1481,3,1022
REF-141814,1,152,1,146,1,126
REF-120909,18,1302,5,1472,9,1910
REF-125740,9,3763,13,3729,32,3279
REF-138911,22,2541,5,2339,4,1679
REF-102270,6,2450,9,1315,4,1569
REF-116589,3,1315,10,931,2,646
REF-113588,1,101,1,106,1,92
REF-140480,5,2374,29,2522,5,2461
REF-140452,10,3820,7,2580,18,3345
REF-135628,3,766,2,836,4,757
REF-121126,8,1311,4,895,2,508
REF-144537,6,2777,4,1903,10,1350
REF-143560,33,1916,3,1102,1,677
REF-110419,2,877,1,464,6,554
REF-104268,13,4696,36,6016,11,3798
REF-123247,6,1527,7,1682,5,2106
REF-103672,23,1398,4,915,12,980
REF-133457,1,349,1,179,1,174
REF-110068,1,148,1,86,1,88
REF-118478,8,4232,12,2448,12,1651
REF-129280,22,3598,10,2778,15,2236
REF-140190,5,2522,8,1723,6,1279
REF-142557,8,3724,5,2097,6,1723
REF-121031,6,1743,26,1482,5,1388
REF-127229,56,4400,16,3495,14,4222
REF-108879,29,3152,14,2365,5,1485
REF-101882,13,3672,26,3509,9,3748
REF-142700,6,2599,7,2593,5,2803
REF-106844,1,255,1,263,1,174
REF-109068,9,4006,5,2739,7,2649
REF-112596,5,1582,11,1873,36,2365
REF-122060,25,3469,23,2104,3,1421
REF-148914,4,1033,5,611,1,633
REF-119787,8,3089,5,1623,3,1428
REF-118564,81,4167,8,3585,17,1907
REF-123563,14,2574,9,1386,10,1774
REF-123757,11,715,1,639,1,585
REF-103198,2,1340,22,1494,26,1902
REF-102629,1,177,1,130,1,145
REF-116406,11,1666,8,1093,1,800
REF-103458,10,1273,5,1192,8,798
REF-137908,23,3199,5,1807,14,1722
REF-131047,14,4980,12,5438,7,2742
REF-112909,8,3962,16,2119,5,1650
REF-101031,21,3558,11,3476,4,2165
REF-137247,46,4665,60,4093,10,3849
REF-122746,16,2597,16,3245,8,2090
REF-128323,9,3007,8,3418,11,3563
REF-130280,1,441,2,424,2,245
REF-118920,13,4416,19,2405,5,2262
REF-130722,6,1724,2,902,7,784
REF-122765,10,3391,9,4063,21,5270
REF-116252,13,2092,28,1703,4,1136
REF-102674,5,2218,3,1830,13,2104
REF-135717,1,668,3,652,2,771
REF-148647,8,3423,12,4300,11,4725
REF-129747,1,406,6,485,3,378
REF-105258,10,1941,3,1464,9,1880
REF-103296,8,3281,5,2299,3,1710
REF-128871,12,4219,22,5148,14,6132
REF-134801,11,4413,67,4004,20,5103
REF-108435,1,941,2,1070,1,609
REF-141801,28,4235,12,2858,7,1883
REF-117472,4,1169,2,769,4,751
REF-112168,5,2607,5,1980,7,1251
REF-107488,18,3941,7,2351,18,2902
REF-103779,17,4394,47,5200,70,6129
REF-115189,19,3323,8,3273,9,2737
REF-140302,6,928,2,894,4,747
REF-125972,12,4297,6,2663,10,2221
REF-144013,11,3116,4,2023,41,2522
REF-125562,7,3527,12,3798,44,3176
REF-121744,5,1534,16,1398,4,883
REF-138491,7,2941,5,1978,2,1017
REF-105060,3,1152,1,627,1,417
REF-145109,7,1971,11,2489,22,2669
REF-143814,8,3857,10,2109,3,1581
REF-112545,3,1600,3,1783,15,1963
REF-142977,12,3164,43,4056,11,3828
REF-142848,24,4908,34,3210,7,3421
REF-139865,2,1105,3,822,2,634
REF-111948,4,1199,10,1141,2,1078
REF-122159,33,3786,33,2494,11,2813
REF-100257,38,2430,9,2699,4,1577
REF-147682,6,3251,14,3932,14,3022
REF-101546,3,519,5,554,1,310
REF-125038,27,3854,31,4489,23,3273
REF-148420,5,1837,5,2218,28,2095
REF-112276,4,1145,3,1476,2,914
REF-138478,7,637,1,356,1,357
REF-136786,8,682,1,386,1,393
REF-113188,9,2545,4,2370,6,2394
REF-102016,8,3098,8,2517,24,2525
REF-111840,8,2987,8,3102,26,3254
REF-101761,10,2539,9,3270,9,2020
REF-113237,3,1407,2,1440,1,748
REF-117115,15,1616,37,1887,15,2145
REF-145044,35,2874,12,3593,10,4116
REF-102544,12,2987,3,1704,3,900
REF-126405,31,3405,13,3329,4,1745
REF-122132,9,4099,10,3396,4,1879
REF-123357,31,4046,14,5127,11,5116
REF-117903,7,3282,5,1656,3,1024
REF-121198,9,2027,3,1303,5,1446
REF-105602,47,4145,15,4710,12,5513
REF-133519,16,3421,11,4186,30,3271
REF-100200,7,3559,8,2340,4,1616
REF-125578,12,4742,15,3817,13,4467
REF-120840,7,2993,9,3886,30,4219
REF-132774,33,4738,8,2702,7,2779
REF-128068,10,1566,9,1484,2,1052
REF-116530,9,4419,8,2785,12,2489
REF-108787,9,4517,26,3387,10,4189
REF-103853,7,2775,8,3563,11,4432
REF-122915,4,1500,7,1889,9,2056
REF-123827,14,820,5,605,1,493
REF-121160,12,3806,8,2679,6,3307
REF-149293,10,2668,32,2012,2,1085
REF-138325,8,3908,19,2810,4,1824
REF-127721,1,201,1,196,1,199
REF-108636,7,1387,2,854,12,709
REF-112030,21,4329,26,4957,37,5799
REF-146260,7,1583,12,1485,4,1355
REF-100012,1,30,1,36,1,19
REF-114478,8,4017,23,2038,8,1303
REF-101873,17,1975,41,2385,3,1314
REF-124520,8,3050,18,2012,2,1336
REF-135820,15,2126,5,1700,3,1288
REF-148839,10,2326,10,2679,18,3006
REF-132344,23,2306,3,1352,2,982
REF-147559,16,3747,22,4650,9,4300
REF-129683,33,4157,11,5126,15,6509
REF-148441,2,1189,5,792,1,631
REF-133502,25,3596,35,3750,39,2929
REF-126834,20,3974,10,3608,14,4119
REF-102131,2,1193,2,1283,13,1318
REF-147391,13,2881,3,1651,10,1485
REF-139101,5,2031,16,2189,5,2543
REF-130979,14,4759,35,5679,16,6862
REF-125550,4,2114,10,2476,10,1598
REF-108171,46,3824,5,2300,26,1846
REF-137610,14,3606,10,4381,22,4472
REF-114856,2,735,16,916,2,787
REF-136107,3,1606,3,971,4,1247
REF-119989,17,2784,9,2329,4,1395
REF-120099,7,2807,8,1775,10,2248
REF-114991,12,3055,30,2462,15,2683
REF-127982,10,4951,7,3820,15,2756
REF-120998,11,3153,10,4050,10,2781
REF-126993,2,292,1,285,1,354
REF-141988,7,3462,3,1937,8,2192
REF-138324,15,4050,39,4220,36,4642
REF-106704,2,224,1,261,1,216
REF-133506,5,396,1,337,1,207
REF-110048,7,3115,10,3021,7,3053
REF-103872,6,2426,4,1739,9,1211
REF-119845,3,1149,6,715,1,600
REF-123167,10,2004,22,1378,3,1178
REF-134942,7,2720,3,1596,9,1736
REF-140485,13,1063,2,1029,5,887
REF-149409,9,3635,8,3096,6,2593
REF-128827,8,3870,9,3572,14,3069
REF-132715,56,4711,48,4146,62,3968
REF-129351,6,2811,4,1692,30,1742
REF-149883,6,1548,3,1593,5,1439
REF-136536,8,2809,5,1517,3,799
REF-147759,2,667,1,763,3,444
REF-104143,1,179,1,91,1,106
REF-142556,21,3884,9,4589,9,4661
REF-101355,3,1768,7,1661,2,1071
REF-148392,12,3788,9,2997,7,2766
REF-121295,8,2953,6,2464,14,2525
REF-127735,10,2542,5,1924,8,1537
REF-131955,8,1481,4,1668,2,1190
REF-128534,3,1099,1,708,2,395
REF-115753,17,4883,17,4341,5,2345
REF-117783,8,4099,9,4300,12,2743
REF-149595,10,2815,10,2947,25,3407
REF-100655,27,4089,7,2856,22,3645
REF-125250,7,1936,5,2030,10,2435
REF-110196,9,3327,11,4167,11,3941
REF-119710,44,3567,10,3791,16,4359
REF-128296,13,2708,3,1673,4,1689
REF-114323,10,3137,15,2859,15,3659
REF-123125,1,28,1,35,1,43
REF-124425,6,1631,4,1313,8,767
REF-119134,13,1554,6,1506,5,1687
REF-138463,42,3394,11,3126,6,3096
REF-142495,34,2547,8,2202,14,1795
REF-105885,1,370,3,427,1,334
REF-149058,24,2966,12,3823,9,2108
REF-130641,16,1939,10,1483,3,1286
REF-113453,6,1382,2,1055,3,783
REF-111536,8,3365,13,3828,50,3364
REF-100967,13,2373,3,1503,6,1105
REF-135845,5,585,2,625,7,577
REF-128256,5,1934,5,1287,2,1006
REF-116300,22,2020,10,1743,13,1232
REF-142593,7,776,3,394,1,428
REF-137041,9,4503,15,3370,8,2940
REF-137732,13,4298,5,2500,2,1358
REF-145417,2,1290,3,930,2,871
REF-106516,28,3083,10,3205,56,3218
REF-110050,17,2215,5,2872,7,2808
REF-145822,12,4890,21,3857,17,4617
REF-124347,9,2062,6,1175,15,1056
REF-144679,4,1122,2,729,2,707
REF-143580,3,989,2,945,7,1142
REF-146201,4,625,1,408,4,257
REF-136993,1,389,1,376,1,399
REF-146074,3,1712,6,1794,4,2073
REF-143631,11,4269,34,4061,6,3196
REF-102725,4,1847,13,1201,3,1397
REF-122404,41,2761,9,3430,23,3932
REF-124586,8,3905,42,3482,8,3162
REF-145705,6,2583,5,1309,3,1210
REF-135200,11,2716,9,2736,34,2253
REF-103980,5,1281,4,1017,5,1039
REF-123887,19,2353,9,1796,2,998
REF-146467,7,3259,11,1700,2,1403
REF-133982,1,698,1,746,2,435
REF-126128,8,2211,5,2022,4,2358
REF-141726,9,3857,6,2652,7,2002
REF-125264,15,4334,55,4193,4,2113
REF-122739,17,4655,8,2475,4,1270
REF-105696,60,3458,12,3840,11,3600
REF-103227,9,4839,13,2727,11,2470
REF-146281,7,3526,5,1790,8,1427
REF-139210,4,1864,6,2043,7,1182
REF-102509,5,2376,3,1705,16,1553
REF-111036,2,440,1,291,1,246
REF-112544,6,3184,6,2398,5,2441
REF-130987,7,1260,3,1396,6,1102
REF-147040,9,4548,15,4158,53,4225
REF-106534,24,2797,3,1535,1,864
REF-135942,1,351,1,366,2,251
REF-101041,2,904,3,1132,4,983
REF-123061,1,129,1,116,1,106
REF-100105,11,3719,10,2950,9,2386
REF-135478,3,1247,17,964,2,489
REF-137324,6,2665,40,2611,9,3381
REF-101280,13,2014,4,1434,4,1433
REF-116099,4,2010,6,1755,25,2216
REF-115166,14,3549,47,4353,13,5129
REF-146527,21,2621,32,3110,22,3192
REF-114353,13,2684,3,1637,7,1574
REF-101573,15,4454,11,4277,9,4482
REF-112132,19,2771,8,2303,14,1184
REF-100556,7,3389,8,3509,5,2036
REF-136149,4,1214,2,757,1,470
REF-107240,10,1167,5,695,4,349
REF-105908,7,2778,12,3533,4,2262
REF-126375,50,4004,16,4207,24,5157
REF-108084,11,3493,8,2610,5,2478
REF-123092,1,200,1,229,1,278
REF-110950,31,1695,2,980,2,837
REF-127221,16,4472,14,4060,34,4859
REF-110486,14,2203,17,2761,5,1857
REF-106790,1,213,1,146,1,137
REF-128128,37,4400,6,2903,7,2279
REF-138085,13,2236,11,2268,6,1237
REF-122200,8,2306,10,2021,8,2502
REF-144250,7,3766,16,3397,39,2822
REF-125685,3,1389,3,1683,14,1996
REF-106399,9,1366,6,1629,5,1678
REF-116064,15,2791,16,2365,9,2152
REF-103709,2,818,1,446,1,567
REF-148902,58,3603,6,2057,4,2010
REF-138542,22,2344,5,1210,4,1131
REF-122386,17,4776,26,4397,15,5239
REF-100789,1,194,1,245,1,291
REF-134735,2,1166,6,956,2,535
REF-134787,8,2509,7,2032,2,1023
REF-141156,2,454,1,388,1,320
